target_intended_observed,model_intended_observed,model,bootstrap,subset,f1_score,f1_score_anger,f1_score_disgust,f1_score_fear,f1_score_happy,f1_score_neutral,f1_score_sad,recall,recall_anger,recall_disgust,recall_fear,recall_happy,recall_neutral,recall_sad
intended,intended,cnn_lstm_attention,62,cauc,0.59600,0.69849,0.53799,0.52340,0.57333,0.66509,0.57768,0.56246,0.59914,0.48699,0.51037,0.50787,0.71574,0.55462
intended,intended,cnn_lstm_attention,62,non-cauc,0.59158,0.74016,0.61062,0.49167,0.57561,0.60177,0.52968,0.56438,0.69118,0.57025,0.48760,0.47581,0.70833,0.45312
observed,intended,cnn_lstm_attention,63,male,0.35394,0.63760,0.42566,0.28333,0.20725,0.37134,0.19847,0.43583,0.67630,0.59836,0.29825,0.37736,0.23139,0.43333
observed,intended,cnn_lstm_attention,63,female,0.42678,0.64078,0.32234,0.41176,0.46753,0.38835,0.32990,0.49295,0.65563,0.45833,0.41481,0.71053,0.24779,0.47059
observed,intended,cnn_lstm_attention,63,cauc,0.39638,0.63942,0.36765,0.37394,0.34043,0.37466,0.28218,0.47114,0.62736,0.53571,0.39053,0.58537,0.23549,0.45238
observed,intended,cnn_lstm_attention,63,non-cauc,0.38765,0.63846,0.40385,0.30189,0.36620,0.38734,0.22819,0.47494,0.74107,0.53846,0.30000,0.55319,0.24471,0.47222
intended,intended,cnn_lstm_attention,63,male,0.56994,0.71240,0.53365,0.42724,0.49708,0.65385,0.59542,0.55607,0.72973,0.56923,0.35025,0.42079,0.65385,0.61257
intended,intended,cnn_lstm_attention,63,female,0.62235,0.71473,0.59116,0.56000,0.62893,0.68125,0.55801,0.61062,0.70807,0.57838,0.51534,0.61350,0.66463,0.58382
intended,intended,cnn_lstm_attention,63,cauc,0.59141,0.72727,0.54682,0.50115,0.54503,0.66379,0.56439,0.57382,0.71028,0.54887,0.43426,0.50644,0.64706,0.59600
intended,intended,cnn_lstm_attention,63,non-cauc,0.60368,0.69286,0.59016,0.46809,0.59031,0.67273,0.60793,0.59469,0.73485,0.63158,0.40367,0.50758,0.68519,0.60526
observed,intended,cnn_lstm_attention,64,male,0.37392,0.65768,0.38944,0.34944,0.27536,0.36674,0.20488,0.46792,0.67403,0.43704,0.40517,0.66667,0.22837,0.39623
observed,intended,cnn_lstm_attention,64,female,0.40113,0.64417,0.31273,0.36749,0.39560,0.37216,0.31461,0.46425,0.70000,0.42574,0.37956,0.67500,0.23680,0.36842
observed,intended,cnn_lstm_attention,64,cauc,0.38915,0.65904,0.33952,0.35733,0.33690,0.34692,0.29518,0.47027,0.68246,0.42384,0.40606,0.70787,0.21555,0.38583
